post_id,user_id,vehicle_id,price
7311223333c788e5d6-60e5-4cfc-b000-37593a372ba3,c788e5d6-60e5-4cfc-b000-37593a372ba3,7311223333,18995
7311100034f68ccdf9-7c9d-4300-bba5-457bd3e89a98,f68ccdf9-7c9d-4300-bba5-457bd3e89a98,7311100034,52995
7310555840dc54e80a-65a2-4f8a-8717-6054448adf18,dc54e80a-65a2-4f8a-8717-6054448adf18,7310555840,27999
7310552225362b976b-5000-4f4c-a154-47215caccb0f,362b976b-5000-4f4c-a154-47215caccb0f,7310552225,24999
7309599159bf75d698-c857-4440-81fa-928de2538908,bf75d698-c857-4440-81fa-928de2538908,7309599159,13999
730792680352b6324c-9247-4f43-920a-f6fcbfc02d8a,52b6324c-9247-4f43-920a-f6fcbfc02d8a,7307926803,15950
73033255449be2b16d-f706-42b5-83e8-f5d8aee66088,9be2b16d-f706-42b5-83e8-f5d8aee66088,7303325544,26999
7302849617d9f6ac99-bbab-4e88-9a9f-8cff40692f46,d9f6ac99-bbab-4e88-9a9f-8cff40692f46,7302849617,19995
7302453846cc7abf50-ccb8-4a8e-a6c1-1fbd8cef4e44,cc7abf50-ccb8-4a8e-a6c1-1fbd8cef4e44,7302453846,9995
7316444877ef62cebb-561c-424d-b229-8e9ea25d621e,ef62cebb-561c-424d-b229-8e9ea25d621e,7316444877,7500
73168276624d8a1fad-c6d2-4a7c-968f-35b482524ad5,4d8a1fad-c6d2-4a7c-968f-35b482524ad5,7316827662,14499
7316825904b7b7c887-a7e3-4f44-beb9-16a07a1bec14,b7b7c887-a7e3-4f44-beb9-16a07a1bec14,7316825904,6999
73168256263dcd77ec-9f95-4ed3-ad9b-8859a9dc37d7,3dcd77ec-9f95-4ed3-ad9b-8859a9dc37d7,7316825626,7999
7316425646ca746a1b-38ed-469e-9a29-7f607800085d,ca746a1b-38ed-469e-9a29-7f607800085d,7316425646,7000
73158368590172eec9-f3ef-46e0-aa66-fde26980a1a7,0172eec9-f3ef-46e0-aa66-fde26980a1a7,7315836859,28000
7315556424c6889017-5aa0-47c9-940e-4ac3d6c3bbe0,c6889017-5aa0-47c9-940e-4ac3d6c3bbe0,7315556424,29999
7314203780a72ccf75-7b79-49cd-8061-934db0f440b3,a72ccf75-7b79-49cd-8061-934db0f440b3,7314203780,25999
73043526731f989859-0400-4cdb-885b-b8a32c68e93e,1f989859-0400-4cdb-885b-b8a32c68e93e,7304352673,9995
730418246433e801c0-a760-4818-9ddf-e217873848da,33e801c0-a760-4818-9ddf-e217873848da,7304182464,8550
73033076615f462283-3433-4d13-9ed2-7982498c92ec,5f462283-3433-4d13-9ed2-7982498c92ec,7303307661,25648
730830543000e59db4-0b80-43c8-9fe6-9da6760412bc,00e59db4-0b80-43c8-9fe6-9da6760412bc,7308305430,51000
73057397135990159e-a947-487f-a991-727bcb4c5710,5990159e-a947-487f-a991-727bcb4c5710,7305739713,24255
7304969496c4ac464d-6d79-4400-b397-b1f09d8379a9,c4ac464d-6d79-4400-b397-b1f09d8379a9,7304969496,9500
73036715348dfe903d-674f-4192-9310-675b6ef8ad6c,8dfe903d-674f-4192-9310-675b6ef8ad6c,7303671534,10494
73168528484bba8f46-9ec9-4f29-85ad-5f2cdd92f542,4bba8f46-9ec9-4f29-85ad-5f2cdd92f542,7316852848,11995
7316813719027be7de-6eb2-4fc1-b3ed-276439f38755,027be7de-6eb2-4fc1-b3ed-276439f38755,7316813719,7995
731536670631405ad6-ee05-4cba-9bca-da18e405ebea,31405ad6-ee05-4cba-9bca-da18e405ebea,7315366706,19995
7314859618d1993447-8bed-4025-ad4e-358b5fa24630,d1993447-8bed-4025-ad4e-358b5fa24630,7314859618,13995
73142067217e94b36a-8baa-479e-a95e-6ef3c255172f,7e94b36a-8baa-479e-a95e-6ef3c255172f,7314206721,13995
7313523233b0cb10a0-4c42-4b76-8474-423701688239,b0cb10a0-4c42-4b76-8474-423701688239,7313523233,12995
7311909094ba347222-06db-43ea-8ee0-016d5926d9f2,ba347222-06db-43ea-8ee0-016d5926d9f2,7311909094,15995
7311259126e8fbab0a-c3d5-4657-99c1-496937ac189c,e8fbab0a-c3d5-4657-99c1-496937ac189c,7311259126,11000
73110040528c2775f7-7230-4e76-9748-c7c7c0006a21,8c2775f7-7230-4e76-9748-c7c7c0006a21,7311004052,24995
731062835538f7419f-be5f-4a25-8ee3-60f0677d6f13,38f7419f-be5f-4a25-8ee3-60f0677d6f13,7310628355,14995
7316601731df950d29-12d9-4a83-843d-3eee87aa6022,df950d29-12d9-4a83-843d-3eee87aa6022,7316601731,5000
73164659109bc52250-de64-488b-b766-e680f0414469,9bc52250-de64-488b-b766-e680f0414469,7316465910,14995
7307203824f35c7b22-14c6-4160-8804-9c88d478742b,f35c7b22-14c6-4160-8804-9c88d478742b,7307203824,20500
7302347039bcdc990d-ca16-4d67-9305-27229f5cbc2c,bcdc990d-ca16-4d67-9305-27229f5cbc2c,7302347039,17995
73117013879520fd53-96ac-4cb4-87e4-b3dc3239ccb7,9520fd53-96ac-4cb4-87e4-b3dc3239ccb7,7311701387,31900
7316613627fc73be78-7265-41f5-9c17-5d38a24e0d65,fc73be78-7265-41f5-9c17-5d38a24e0d65,7316613627,31950
73145123762455c772-3d51-4096-ae9f-11e7ec89a6ba,2455c772-3d51-4096-ae9f-11e7ec89a6ba,7314512376,6495
731442859944eb56c8-446b-4eca-bc5b-bf46668eda52,44eb56c8-446b-4eca-bc5b-bf46668eda52,7314428599,35995
7313459996fe51063a-be98-48d7-8ccc-e014945147e3,fe51063a-be98-48d7-8ccc-e014945147e3,7313459996,21500
7311761489cde136f6-dca1-4b61-868a-152b038ab0a0,cde136f6-dca1-4b61-868a-152b038ab0a0,7311761489,46950
7308197427c508bba7-cf2e-42d6-9089-0fda551f63b8,c508bba7-cf2e-42d6-9089-0fda551f63b8,7308197427,40000
7308132924a9742b6e-f343-498b-bbe3-fa29e6faf82d,a9742b6e-f343-498b-bbe3-fa29e6faf82d,7308132924,32950
7303612129daac92d0-7137-4992-8074-a90ff3b8ca88,daac92d0-7137-4992-8074-a90ff3b8ca88,7303612129,14995
730192509449be1cf2-d100-41f3-9884-96bf4e4b2bfe,49be1cf2-d100-41f3-9884-96bf4e4b2bfe,7301925094,13900
730695179920c9382c-f2c0-4630-b7f4-4562395522ba,20c9382c-f2c0-4630-b7f4-4562395522ba,7306951799,8990
7306740906324785e5-6e40-40b9-bbf2-0f5f72f1ba3b,324785e5-6e40-40b9-bbf2-0f5f72f1ba3b,7306740906,6495
73058826391e0dba49-2c2c-4353-a1fb-b67bec5d3555,1e0dba49-2c2c-4353-a1fb-b67bec5d3555,7305882639,6495
73149246792fa88e8c-1471-442c-8798-d893ade059c9,2fa88e8c-1471-442c-8798-d893ade059c9,7314924679,16995
73149230469f0b3ce0-67ec-4cd3-8926-7294b23f5cd7,9f0b3ce0-67ec-4cd3-8926-7294b23f5cd7,7314923046,9995
7314865300cc8d7c33-16eb-418d-b162-4ba58f548fb2,cc8d7c33-16eb-418d-b162-4ba58f548fb2,7314865300,7999
731436852817811279-3f28-45fd-8c66-3270d814fd58,17811279-3f28-45fd-8c66-3270d814fd58,7314368528,31000
7312029510fb90e19f-97e6-4b1c-8595-9761255bf804,fb90e19f-97e6-4b1c-8595-9761255bf804,7312029510,8999
7311103293b9a50a4b-e967-48bc-aa58-99a89c2a47d1,b9a50a4b-e967-48bc-aa58-99a89c2a47d1,7311103293,8995
73151235089a6af1ed-e83e-4f35-88d8-81d40b8a46ce,9a6af1ed-e83e-4f35-88d8-81d40b8a46ce,7315123508,10900
7313558607d3145468-09f3-48fd-b9b0-5caa9a4274a9,d3145468-09f3-48fd-b9b0-5caa9a4274a9,7313558607,12900
73135585654b5d1fbc-485d-404d-ad10-f2bbc15cfd96,4b5d1fbc-485d-404d-ad10-f2bbc15cfd96,7313558565,21900
7313558490868d7c74-defd-45f1-a99b-d16ca65d5a1f,868d7c74-defd-45f1-a99b-d16ca65d5a1f,7313558490,8900
7313558378cf963d80-13a5-415e-8199-7fb309d8b4ac,cf963d80-13a5-415e-8199-7fb309d8b4ac,7313558378,28900
73135577050593a2a8-99ac-426a-85db-d4190041bd1a,0593a2a8-99ac-426a-85db-d4190041bd1a,7313557705,48900
73165782827666ab5d-b9d3-4b42-b24f-2785e2e1a74e,7666ab5d-b9d3-4b42-b24f-2785e2e1a74e,7316578282,35000
7316396629da42bb73-6b9e-4d0e-a6ef-7842da72b48f,da42bb73-6b9e-4d0e-a6ef-7842da72b48f,7316396629,14900
7315980958f7afe9e0-04fc-4ce4-a2ec-819eda232a1a,f7afe9e0-04fc-4ce4-a2ec-819eda232a1a,7315980958,5499
7315876447138f848d-3053-495d-88f4-255f57da244b,138f848d-3053-495d-88f4-255f57da244b,7315876447,18999
73157179020f113fdb-a56c-480d-82c6-77f604a193d9,0f113fdb-a56c-480d-82c6-77f604a193d9,7315717902,11900
731289869761f5b80f-2576-48f7-8b72-4ebd40e9b09d,61f5b80f-2576-48f7-8b72-4ebd40e9b09d,7312898697,13500
731056095376e89832-6ed6-48be-817e-84dbef03dbf8,76e89832-6ed6-48be-817e-84dbef03dbf8,7310560953,24500
73078890654013ae0a-ae24-4806-8dac-cf51be3e8d6c,4013ae0a-ae24-4806-8dac-cf51be3e8d6c,7307889065,9900
7306272870b1d822b2-db52-4851-9137-4c1b7d481951,b1d822b2-db52-4851-9137-4c1b7d481951,7306272870,12400
7306272339bbb3bf93-a946-4230-b8bd-d866b3f1e2b1,bbb3bf93-a946-4230-b8bd-d866b3f1e2b1,7306272339,9900
7311499901afb4a573-9d57-45dc-aec4-9699a8366b4a,afb4a573-9d57-45dc-aec4-9699a8366b4a,7311499901,5395
7316873986673a0e04-9829-4a52-a9e2-e516cbaccc5d,673a0e04-9829-4a52-a9e2-e516cbaccc5d,7316873986,21950
73152052426c0f84f0-fdea-467c-a5bb-0338b37db054,6c0f84f0-fdea-467c-a5bb-0338b37db054,7315205242,21950
73145940055704abda-0924-4387-9fbf-08ca8c0abce9,5704abda-0924-4387-9fbf-08ca8c0abce9,7314594005,8500
73141997592e0a513f-fb23-41cf-9467-b5075afd3c54,2e0a513f-fb23-41cf-9467-b5075afd3c54,7314199759,32900
7313863027b9a2899a-d563-4972-9b99-b312f18bd7dd,b9a2899a-d563-4972-9b99-b312f18bd7dd,7313863027,24995
7313862201b07d7ef5-e182-4999-8f44-bc420a0e1f80,b07d7ef5-e182-4999-8f44-bc420a0e1f80,7313862201,23900
7313789922a4b21359-5514-41ae-b25d-ac5591e63710,a4b21359-5514-41ae-b25d-ac5591e63710,7313789922,3500
7313170328063ed23f-2e51-442c-8950-16043a914b84,063ed23f-2e51-442c-8950-16043a914b84,7313170328,3300
73158983281049b328-008e-4d8d-93b3-0bca14daaea9,1049b328-008e-4d8d-93b3-0bca14daaea9,7315898328,12900
73135482674447988d-3cf2-4e65-adb9-9e9de46bc81e,4447988d-3cf2-4e65-adb9-9e9de46bc81e,7313548267,7250
7312241331a91df695-84d9-4a47-89a3-dbd46090c94d,a91df695-84d9-4a47-89a3-dbd46090c94d,7312241331,7000
7311714115ecd8e35d-1f10-4949-b75c-35e6db940b57,ecd8e35d-1f10-4949-b75c-35e6db940b57,7311714115,10500
73166092334de00a7a-c779-4dcb-8aee-e8f6c4e9af06,4de00a7a-c779-4dcb-8aee-e8f6c4e9af06,7316609233,4800
73150876887a6b2d71-66d2-42fd-9c71-c2a76d537532,7a6b2d71-66d2-42fd-9c71-c2a76d537532,7315087688,8988
7309905113097efffa-1a20-40fb-b281-218006f082a4,097efffa-1a20-40fb-b281-218006f082a4,7309905113,28988
73058703578730b3c3-caa7-44d1-8a08-106895b8893f,8730b3c3-caa7-44d1-8a08-106895b8893f,7305870357,7500
73058678214bdd6ce2-a4ca-4c6e-9f5c-ae3b3b23bbf9,4bdd6ce2-a4ca-4c6e-9f5c-ae3b3b23bbf9,7305867821,9999
73058563381905d124-bbec-4a5f-8b4f-0d8cc5d92bcb,1905d124-bbec-4a5f-8b4f-0d8cc5d92bcb,7305856338,18999
7305848656f1c55e99-c771-4467-ae8b-c5a8e520d303,f1c55e99-c771-4467-ae8b-c5a8e520d303,7305848656,17999
7316920684d996a765-69d6-4b00-8bf8-9a659f0d83d5,d996a765-69d6-4b00-8bf8-9a659f0d83d5,7316920684,18999
73169192076b5701e6-5658-4511-93ce-3eb7fb733433,6b5701e6-5658-4511-93ce-3eb7fb733433,7316919207,13999
7315844906f3b007fd-6aa8-4fc7-95e8-3a912c03847f,f3b007fd-6aa8-4fc7-95e8-3a912c03847f,7315844906,46950
7314114195fa3501c1-c594-4b84-a6d1-4d519eb615b7,fa3501c1-c594-4b84-a6d1-4d519eb615b7,7314114195,11995
73121297185055ef40-46f6-4d14-b947-1228321399b6,5055ef40-46f6-4d14-b947-1228321399b6,7312129718,27995
7312101480e50ea60a-30d2-468d-8810-d2ff59a9f8a2,e50ea60a-30d2-468d-8810-d2ff59a9f8a2,7312101480,18895
7311987583b4d65d91-c701-40f0-8fb8-8c769564bf4d,b4d65d91-c701-40f0-8fb8-8c769564bf4d,7311987583,10950
7311054690bbc3806c-2fe0-4733-9521-89f5230aa893,bbc3806c-2fe0-4733-9521-89f5230aa893,7311054690,21995
7311012728cc3cf7bb-da97-4a4d-bc76-7f6b9cf80c1d,cc3cf7bb-da97-4a4d-bc76-7f6b9cf80c1d,7311012728,13495
73110083901d667a99-7c27-48f2-8668-e730e36bce5d,1d667a99-7c27-48f2-8668-e730e36bce5d,7311008390,12000
7316710883c7b4cefe-921f-474b-ba8b-e12b93c88ad3,c7b4cefe-921f-474b-ba8b-e12b93c88ad3,7316710883,30500
7316603004d6b101d8-ef51-4fb1-88c9-0a2e5c6c70fe,d6b101d8-ef51-4fb1-88c9-0a2e5c6c70fe,7316603004,38950
731656818761f5bdb5-590c-4639-a60a-4eff5df064a5,61f5bdb5-590c-4639-a60a-4eff5df064a5,7316568187,12900
7316545118ea3b2631-3453-45c1-8d2e-9d47325f666e,ea3b2631-3453-45c1-8d2e-9d47325f666e,7316545118,17998
731645625741194a95-cc3d-448a-a9fe-1bb74d175ee0,41194a95-cc3d-448a-a9fe-1bb74d175ee0,7316456257,5499
731642127546a0b664-72f2-4148-a092-b8cf0245a81a,46a0b664-72f2-4148-a092-b8cf0245a81a,7316421275,28995
731637706722750d74-adc4-4417-a778-ac271a4f389c,22750d74-adc4-4417-a778-ac271a4f389c,7316377067,10999
731575755015e33049-b071-464b-b19e-d029ef296625,15e33049-b071-464b-b19e-d029ef296625,7315757550,37000
731691283572934577-e28b-47b9-8721-41a249beb0cd,72934577-e28b-47b9-8721-41a249beb0cd,7316912835,6500
7316884190b5bb6dfe-9163-44cb-80fe-ef3436eac607,b5bb6dfe-9163-44cb-80fe-ef3436eac607,7316884190,9900
731649572549b5a89a-4345-4b11-83c0-fa5b742fe6a5,49b5a89a-4345-4b11-83c0-fa5b742fe6a5,7316495725,2650
7316192560671f762b-ae78-45f2-8c83-e29d183723a5,671f762b-ae78-45f2-8c83-e29d183723a5,7316192560,13299
73158374468e559a16-a0d7-4dc8-95b4-15be8c3b134b,8e559a16-a0d7-4dc8-95b4-15be8c3b134b,7315837446,6950
7315746237686a196c-19c2-4ef0-b5f4-53f506771620,686a196c-19c2-4ef0-b5f4-53f506771620,7315746237,3000
73156096336e4c4e64-60bc-4bc0-b881-d54c1cee314f,6e4c4e64-60bc-4bc0-b881-d54c1cee314f,7315609633,10500
73150392956a577e38-9d97-4988-81d9-fa5e48209b4f,6a577e38-9d97-4988-81d9-fa5e48209b4f,7315039295,85000
73141797264408d3d1-4be2-45d4-b709-dd3439c339f7,4408d3d1-4be2-45d4-b709-dd3439c339f7,7314179726,1100
7309002647dc41df32-47d3-4d31-97d9-4237d555d8b8,dc41df32-47d3-4d31-97d9-4237d555d8b8,7309002647,18000
730856574170df50b2-b53b-413d-ae20-ce49a79ec460,70df50b2-b53b-413d-ae20-ce49a79ec460,7308565741,33000
7316253492ac380172-2e47-42cd-9181-7a02223d5924,ac380172-2e47-42cd-9181-7a02223d5924,7316253492,5900
731610607636db789a-6703-43b6-bcb5-7fe14760ae21,36db789a-6703-43b6-bcb5-7fe14760ae21,7316106076,9900
731083291721b11438-4849-4658-8be1-3a7e3a7b8dda,21b11438-4849-4658-8be1-3a7e3a7b8dda,7310832917,38600
73084341580ff82658-8db0-4cb4-9b3f-00a61f3f4f91,0ff82658-8db0-4cb4-9b3f-00a61f3f4f91,7308434158,2400
73050401627f0510ba-ec7c-4b16-a70b-c723ae00d727,7f0510ba-ec7c-4b16-a70b-c723ae00d727,7305040162,5400
730445868746de875f-4807-41d6-87fc-5c46584f85df,46de875f-4807-41d6-87fc-5c46584f85df,7304458687,14995
7316853519ac396ecc-0420-4e87-b4dc-11e1896e54c2,ac396ecc-0420-4e87-b4dc-11e1896e54c2,7316853519,12235
73164535521c4cd26f-6ffd-4ffe-816c-5fea00cfb4af,1c4cd26f-6ffd-4ffe-816c-5fea00cfb4af,7316453552,6200
7316412394a65c37c8-3288-4d93-a525-d70da1645da2,a65c37c8-3288-4d93-a525-d70da1645da2,7316412394,28988
7316376880c257766e-8559-484b-a396-8e088b8a5414,c257766e-8559-484b-a396-8e088b8a5414,7316376880,10999
73160137375205171a-7ee3-4042-87c6-08347518d7ea,5205171a-7ee3-4042-87c6-08347518d7ea,7316013737,3000
731042725055b8743b-a56f-4c81-9d5c-fd37080ce608,55b8743b-a56f-4c81-9d5c-fd37080ce608,7310427250,19998
7316921002962aeae2-923e-4989-a1b2-0547f19391f7,962aeae2-923e-4989-a1b2-0547f19391f7,7316921002,38998
73169202079935788a-92f7-42fc-80e6-4c4da41274ea,9935788a-92f7-42fc-80e6-4c4da41274ea,7316920207,17999
731690857743ff1592-be61-4160-9a97-b9107d8c1890,43ff1592-be61-4160-9a97-b9107d8c1890,7316908577,18999
731588985780d1747c-672a-41a8-939e-16c4f3e8be36,80d1747c-672a-41a8-939e-16c4f3e8be36,7315889857,6490
7313597520b977835d-ca81-42ef-b471-a4c61c011860,b977835d-ca81-42ef-b471-a4c61c011860,7313597520,7500
73131505619c796946-290e-42ab-a945-af4ccc9649ff,9c796946-290e-42ab-a945-af4ccc9649ff,7313150561,18977
73106519392459ff30-ef83-48bb-ae3a-69d45f1a641d,2459ff30-ef83-48bb-ae3a-69d45f1a641d,7310651939,16995
731052255053006a79-e44b-47e4-9150-ddddc6afa91d,53006a79-e44b-47e4-9150-ddddc6afa91d,7310522550,10995
730585320773841712-9f35-4064-a031-82675afe1c77,73841712-9f35-4064-a031-82675afe1c77,7305853207,31999
7305849535f58c66f0-f8ae-4216-a2c5-486119df92ee,f58c66f0-f8ae-4216-a2c5-486119df92ee,7305849535,23999
7305844354f0a965fb-643c-497b-b3ec-701e3e644c3c,f0a965fb-643c-497b-b3ec-701e3e644c3c,7305844354,13999
7305843992275d0f6c-b345-4425-a5c6-8f6195cfbb2d,275d0f6c-b345-4425-a5c6-8f6195cfbb2d,7305843992,7999
7305843668d6eec1a8-51fa-48ba-bdb6-7e18daaa9bd7,d6eec1a8-51fa-48ba-bdb6-7e18daaa9bd7,7305843668,17999
7305841197608b98bd-42c5-448b-848c-92237d145db1,608b98bd-42c5-448b-848c-92237d145db1,7305841197,14999
7316932183239d9c9e-38bb-4378-a706-3922768a17a9,239d9c9e-38bb-4378-a706-3922768a17a9,7316932183,43999
731536336084c0f93a-77e4-4f9e-9540-f71c08e91356,84c0f93a-77e4-4f9e-9540-f71c08e91356,7315363360,7949
7313563882bd2a622a-4f00-4acd-942d-1efea2a88569,bd2a622a-4f00-4acd-942d-1efea2a88569,7313563882,4200
73082946296a34d2e3-a6d0-4026-974d-b49d62643dfb,6a34d2e3-a6d0-4026-974d-b49d62643dfb,7308294629,4989
73077942349a25c87e-734f-4fe9-a4b7-49afa868ceb1,9a25c87e-734f-4fe9-a4b7-49afa868ceb1,7307794234,4995
73074906148b3a6852-ccb2-47d2-8a41-e539ea495490,8b3a6852-ccb2-47d2-8a41-e539ea495490,7307490614,4399
730432109272ee1304-c49c-4044-850e-6166efb2c1f9,72ee1304-c49c-4044-850e-6166efb2c1f9,7304321092,6900
7309528867719112d9-9dce-4867-8c32-17a78d1dc00e,719112d9-9dce-4867-8c32-17a78d1dc00e,7309528867,21995
7302192653b092c79e-0a28-4e62-80f3-35b4e35cf658,b092c79e-0a28-4e62-80f3-35b4e35cf658,7302192653,19995
73169273210539427b-f067-4fd0-bf0f-db73eef3de61,0539427b-f067-4fd0-bf0f-db73eef3de61,7316927321,31999
7316926530eef70d20-20b6-4b8b-9a39-fe4c552aeb2f,eef70d20-20b6-4b8b-9a39-fe4c552aeb2f,7316926530,10999
731692610575e76e84-c314-4a35-a6a9-46cf62fc32f6,75e76e84-c314-4a35-a6a9-46cf62fc32f6,7316926105,6999
73169248940e352f43-3bd6-4ecf-8474-24fce4a61c67,0e352f43-3bd6-4ecf-8474-24fce4a61c67,7316924894,18999
73169132181fd7a1e1-84ad-4def-bf48-f4f196ac2d27,1fd7a1e1-84ad-4def-bf48-f4f196ac2d27,7316913218,18999
7311204238d92aaae5-69d2-45fb-b8d2-f9ccf682b6ca,d92aaae5-69d2-45fb-b8d2-f9ccf682b6ca,7311204238,27000
73156306693683f710-f30f-45db-9791-57272fb6c1f3,3683f710-f30f-45db-9791-57272fb6c1f3,7315630669,68000
73156065028ec836b9-d3b3-4fde-bca3-bc088c18c3f5,8ec836b9-d3b3-4fde-bca3-bc088c18c3f5,7315606502,15999
731512060000b12ce8-cfa6-4913-bf14-df06674e5310,00b12ce8-cfa6-4913-bf14-df06674e5310,7315120600,23999
73151054268198ce7f-83f3-4539-86ff-91035bb18089,8198ce7f-83f3-4539-86ff-91035bb18089,7315105426,12999
7314929950b44663b6-c89d-4380-aaf3-7a59d1091352,b44663b6-c89d-4380-aaf3-7a59d1091352,7314929950,13995
731459046969969b4b-3de6-4c9c-ad27-205ee3abea5a,69969b4b-3de6-4c9c-ad27-205ee3abea5a,7314590469,26249
731410684704eae2a1-46b3-4248-8314-98fb43035f6e,04eae2a1-46b3-4248-8314-98fb43035f6e,7314106847,33999
73123665571a4a818e-23ef-4e59-a238-6cb1623d8e17,1a4a818e-23ef-4e59-a238-6cb1623d8e17,7312366557,6700
730852706263b70daa-1bab-4040-a93c-432ef3e84ef0,63b70daa-1bab-4040-a93c-432ef3e84ef0,7308527062,23499
7308002006a10f8435-e334-4b75-b939-957cb3e39adb,a10f8435-e334-4b75-b939-957cb3e39adb,7308002006,5900
73079466191ec6fa77-7107-450e-a6b1-e2464b14f559,1ec6fa77-7107-450e-a6b1-e2464b14f559,7307946619,7995
73068839026262031a-a483-4936-9793-089fcd4cc34b,6262031a-a483-4936-9793-089fcd4cc34b,7306883902,8500
73063830740e1dce4c-73da-4a2f-ba90-cd84c4531073,0e1dce4c-73da-4a2f-ba90-cd84c4531073,7306383074,36000
7304675334ddaaf461-4606-4e7b-825c-7171e02f8fc6,ddaaf461-4606-4e7b-825c-7171e02f8fc6,7304675334,10999
7316150592db50ee86-9292-4341-af7e-7138fc7b9365,db50ee86-9292-4341-af7e-7138fc7b9365,7316150592,4495
7316145643409d4d86-ebcd-4d55-a1a5-82a62816a871,409d4d86-ebcd-4d55-a1a5-82a62816a871,7316145643,4495
73161381622067703c-d8b2-41e0-9af9-5a05d155573c,2067703c-d8b2-41e0-9af9-5a05d155573c,7316138162,4995
7315603916c8dd42ca-0dab-477a-817f-5f621a4a4c46,c8dd42ca-0dab-477a-817f-5f621a4a4c46,7315603916,2600
7315509529f84c0110-1af1-465b-bbfa-c59cf039efda,f84c0110-1af1-465b-bbfa-c59cf039efda,7315509529,5499
7315441885052bb35e-09c3-4089-803d-ad880be54862,052bb35e-09c3-4089-803d-ad880be54862,7315441885,5495
7315399487055c9443-6972-42bd-93e6-7672cdb334ee,055c9443-6972-42bd-93e6-7672cdb334ee,7315399487,7999
73169154761d9f9e5f-882a-43dd-8907-3fb8894f29ba,1d9f9e5f-882a-43dd-8907-3fb8894f29ba,7316915476,50000
